index,Two_yr_Recidivism,Number_of_Priors,score_factor,Age_Above_FourtyFive,Age_Below_TwentyFive,Female,Misdemeanor,Race
770,0,0,0,0,0,1,1,0
771,1,0,0,0,0,0,0,1
772,0,3,0,0,0,1,1,0
773,0,0,0,1,0,1,1,0
774,0,0,0,0,1,0,0,0
775,0,1,0,0,0,0,0,1
776,0,1,1,0,0,0,0,1
777,1,6,1,0,0,0,1,1
778,1,1,1,0,1,0,0,1
779,1,2,0,1,0,0,0,1
780,0,0,0,0,0,0,1,1
781,0,1,1,1,0,0,0,0
782,1,4,0,0,0,0,1,1
783,1,1,0,1,0,1,0,0
784,1,3,0,1,0,0,0,1
785,1,2,1,0,1,0,0,1
786,1,19,1,0,0,0,0,1
787,0,3,1,1,0,0,1,1
788,0,2,0,0,0,0,0,0
789,0,0,0,1,0,0,1,1
790,1,10,1,0,0,0,1,1
791,0,1,0,0,0,0,0,1
792,0,0,0,1,0,1,1,1
793,0,0,0,1,0,0,1,1
794,0,1,0,1,0,0,0,1
795,0,1,0,0,0,1,1,0
796,1,0,0,0,0,1,1,1
797,1,14,1,0,0,0,0,1
798,0,2,1,0,1,0,0,1
799,1,5,1,0,0,0,0,1
800,0,0,0,1,0,0,1,1
801,0,1,1,0,0,0,0,0
802,0,1,1,0,1,0,0,1
803,1,2,0,0,0,0,1,1
804,1,6,1,0,1,0,0,1
805,0,0,1,0,0,1,0,0
806,0,0,0,0,1,0,0,0
807,1,1,1,0,0,0,1,1
808,1,0,1,1,0,0,0,1
809,1,7,1,0,0,0,0,1
810,0,2,0,0,0,0,0,0
811,0,5,0,0,0,0,0,0
812,0,0,0,0,1,0,1,0
813,1,0,1,0,1,1,1,0
814,0,0,0,1,0,0,0,1
815,1,10,1,0,0,0,0,1
816,0,0,0,0,1,0,1,0
817,1,0,1,0,1,1,1,1
818,1,2,1,0,1,0,0,1
819,0,1,0,0,0,0,1,1
820,1,5,1,0,0,0,1,1
821,1,10,1,0,0,0,0,1
822,1,4,1,1,0,0,1,1
823,1,2,1,0,1,0,1,0
824,1,0,0,0,0,0,1,1
825,0,0,0,0,1,1,0,1
826,1,6,0,1,0,0,1,1
827,0,0,0,0,0,0,0,1
828,0,6,1,0,1,1,1,1
829,0,1,0,0,0,0,1,1
830,1,8,1,0,0,0,0,0
831,1,1,1,0,1,0,1,1
832,0,0,0,0,0,0,0,1
833,1,4,0,0,0,0,1,1
834,0,3,0,0,0,1,0,1
835,1,2,1,0,1,0,0,1
836,0,8,0,0,0,0,0,0
837,1,6,1,0,0,0,0,1
838,0,0,0,0,0,0,1,0
839,1,0,1,0,1,0,0,1
840,0,0,0,0,1,1,1,1
841,0,2,0,1,0,0,0,1
842,0,0,0,0,0,0,1,1
843,1,6,1,0,0,0,0,1
844,0,17,0,1,0,0,1,1
845,1,20,0,1,0,0,0,1
846,0,2,1,0,1,0,0,0
847,0,2,1,0,1,0,1,1
848,0,5,0,0,0,0,0,1
849,0,0,0,1,0,0,1,1
850,1,1,1,0,1,0,0,1
851,0,1,0,1,0,0,1,1
852,0,1,1,0,0,0,0,1
853,0,2,1,0,0,0,0,1
854,1,1,1,0,1,0,1,1
855,0,6,0,0,0,0,0,0
856,0,2,1,0,0,0,0,1
857,0,0,1,0,0,0,0,1
858,1,17,1,0,0,0,1,1
859,1,11,1,0,0,0,1,1
860,0,1,1,0,0,0,0,1
861,1,6,1,0,0,0,0,1
862,0,1,0,1,0,0,0,0
863,0,0,0,1,0,0,1,1
864,1,0,0,1,0,0,0,1
865,0,0,0,1,0,1,0,1
866,0,3,0,0,1,0,1,0
867,1,1,0,1,0,0,0,1
868,0,0,0,0,0,0,0,1
869,0,5,0,1,0,1,0,1
870,1,16,1,0,0,0,0,1
871,1,0,0,0,0,0,0,0
872,1,5,1,0,0,1,1,1
873,0,0,0,1,0,0,0,0
874,0,1,0,0,0,0,0,1
875,1,3,0,0,0,0,1,1
876,1,13,1,0,0,0,1,1
877,0,2,0,1,0,0,1,1
878,0,1,0,0,0,0,0,0
879,0,5,0,1,0,0,1,0
880,0,1,0,0,0,0,0,0
881,0,2,0,1,0,0,0,0
882,1,1,1,0,0,0,1,1
883,1,0,0,0,0,0,1,1
884,0,0,0,1,0,1,1,0
885,0,0,1,0,1,1,1,1
886,1,17,1,1,0,0,0,1
887,1,1,0,0,0,0,0,1
888,0,0,0,0,0,0,0,1
889,0,0,0,0,0,1,1,0
890,1,2,0,0,0,0,1,0
891,0,2,0,0,0,0,1,1
892,1,4,1,0,0,0,1,1
893,0,0,0,0,1,0,1,1
894,0,0,1,0,0,1,0,1
895,1,4,1,0,0,1,0,1
896,1,30,1,1,0,1,1,0
897,0,4,0,1,0,0,0,1
898,0,2,0,0,0,0,0,1
899,0,0,0,0,0,1,0,0
900,0,0,0,0,0,0,0,0
901,0,0,0,1,0,0,0,0
902,0,2,0,1,0,0,0,1
903,0,19,1,1,0,0,0,1
904,1,5,1,0,1,0,0,1
905,1,0,1,0,1,0,0,1
906,1,0,0,0,0,0,0,1
907,0,2,1,0,0,0,0,1
908,0,4,1,1,0,1,0,0
909,1,1,0,1,0,0,0,0
910,1,8,1,0,0,0,0,1
911,0,3,0,0,0,0,0,0
912,0,1,0,0,0,0,0,1
913,1,10,0,1,0,0,0,1
914,0,0,0,0,0,0,0,1
915,0,2,0,1,0,0,1,0
916,0,1,1,0,0,0,1,0
917,0,0,0,0,0,0,0,0
918,1,1,1,0,1,1,0,1
919,0,0,0,1,0,0,1,1
920,0,0,0,1,0,0,0,0
921,1,1,0,1,0,0,0,1
922,0,2,0,1,0,0,0,0
923,0,6,1,0,0,0,1,0
924,1,1,0,0,1,0,1,1
925,0,0,0,0,0,0,1,1
926,0,0,0,0,0,0,0,1
927,0,0,0,1,0,1,1,1
928,1,9,1,0,0,0,0,1
929,0,2,1,0,0,0,1,0
930,1,0,1,0,1,0,1,0
931,0,18,1,0,0,0,1,1
932,1,5,1,0,0,1,0,0
933,1,1,1,0,1,0,0,1
934,0,0,1,0,1,1,0,1
935,0,8,0,1,0,0,0,0
936,0,7,0,1,0,0,0,1
937,0,3,0,0,0,0,0,0
938,0,2,1,0,1,1,0,0
939,1,0,1,0,1,0,0,1
940,1,3,1,0,1,1,0,1
941,1,3,0,1,0,0,1,0
942,0,4,1,0,0,0,1,0
943,0,1,0,1,0,0,1,0
944,0,1,1,0,0,0,0,0
945,0,0,0,0,1,1,1,0
946,0,1,0,0,0,1,0,0
947,1,0,0,0,0,0,1,1
948,1,16,1,0,0,0,0,1
949,1,4,1,0,0,0,1,1
950,0,0,0,0,1,0,0,1
951,1,12,1,0,0,0,1,1
952,0,0,0,0,0,0,1,0
953,0,0,0,0,0,1,1,0
954,1,9,1,0,0,0,0,1
955,1,5,1,0,0,0,0,1
956,1,11,1,0,0,0,0,1
957,1,1,0,1,0,0,0,1
958,0,1,0,1,0,1,0,1
959,1,1,0,0,0,0,1,1
960,0,5,0,1,0,0,0,1
961,0,6,1,1,0,1,1,0
962,0,0,0,0,0,0,1,0
963,0,0,1,0,1,1,0,1
964,0,14,1,0,0,1,0,1
965,1,0,0,0,1,0,1,0
966,1,1,0,0,0,0,1,0
967,0,0,0,1,0,1,1,0
968,1,0,0,0,1,0,0,0
969,0,0,1,1,0,1,0,0
970,0,0,0,0,0,0,1,0
971,0,0,1,0,1,1,0,1
972,0,0,0,0,0,0,1,0
973,1,4,1,0,0,0,0,0
974,0,0,0,0,0,1,1,0
975,0,0,0,1,0,0,0,1
976,1,2,0,0,1,0,0,1
977,1,0,0,0,1,0,0,1
978,0,1,0,0,1,0,1,0
979,1,0,1,0,1,0,0,1
980,0,2,1,0,0,1,0,1
981,0,3,0,0,0,0,1,0
982,0,0,0,0,1,0,0,1
983,0,9,1,0,0,0,1,1
984,0,0,1,0,1,0,0,1
985,1,2,1,0,1,0,0,1
986,1,9,1,0,0,0,0,1
987,0,7,1,0,0,0,0,1
988,0,3,0,1,0,0,0,1
989,0,0,1,0,1,1,0,1
990,1,0,0,0,1,0,0,1
991,1,3,1,0,0,1,0,1
992,0,4,1,1,0,0,1,1
993,0,0,0,0,1,1,1,1
994,0,0,0,0,0,0,1,0
995,1,4,1,0,0,0,0,1
996,1,2,1,0,0,1,0,0
997,1,1,0,0,0,0,1,0
998,0,0,0,0,0,0,1,1
999,0,0,0,0,0,0,1,1
1000,1,11,1,0,0,1,0,0
1001,1,6,0,0,0,1,0,1
1002,0,5,1,0,1,0,0,0
1003,0,3,0,1,0,0,0,1
1004,0,3,0,0,0,1,1,0
1005,1,2,0,0,0,0,0,0
1006,0,0,0,0,0,0,0,1
1007,0,0,1,0,0,1,0,0
1008,1,0,1,0,1,0,1,1
1009,0,0,0,0,1,0,0,0
1010,0,0,0,0,0,0,0,0
1011,0,1,0,0,0,1,1,0
1012,1,0,0,0,0,0,1,1
1013,1,8,1,1,0,0,0,0
1014,0,1,0,0,0,1,0,1
1015,0,0,0,0,0,0,1,1
1016,1,0,0,0,0,0,0,0
1017,1,5,1,0,0,0,0,1
1018,1,4,1,0,0,0,0,1
1019,1,7,1,0,0,0,0,1
1020,0,0,0,0,0,0,0,0
1021,0,3,0,0,0,0,0,1
1022,0,0,0,0,0,1,1,1
1023,1,1,1,0,1,0,0,0
1024,1,1,1,0,0,0,0,1
1025,1,0,0,0,0,0,1,1
1026,1,3,1,0,0,0,0,1
1027,0,1,0,0,0,0,1,1
1028,0,0,0,0,0,0,0,0
1029,0,0,0,0,0,0,1,1
1030,0,0,1,0,1,0,1,1
1031,0,0,0,1,0,0,1,0
1032,0,0,0,0,1,0,0,1
1033,1,2,1,0,0,1,0,1
1034,0,0,0,0,0,0,1,1
1035,0,1,0,0,0,1,1,0
1036,1,2,1,0,1,0,1,1
1037,0,0,1,0,1,0,0,1
1038,1,8,1,0,1,0,0,0
1039,0,0,0,0,0,0,1,1
1040,0,1,0,0,0,0,0,0
1041,0,12,0,1,0,0,0,1
1042,0,6,1,0,0,0,1,1
1043,1,2,0,0,0,0,1,1
1044,0,4,1,0,1,0,1,0
1045,1,0,0,0,0,0,1,1
1046,1,4,1,0,0,0,0,1
1047,1,1,1,0,1,0,0,0
1048,0,0,0,0,0,0,1,1
1049,1,0,0,0,0,1,0,0
1050,0,1,0,0,0,0,0,1
1051,0,0,0,0,0,0,0,0
1052,0,3,0,0,0,0,1,0
1053,1,1,0,0,1,0,0,1
1054,1,0,1,0,1,0,1,0
1055,0,0,0,1,0,0,1,0
1056,1,3,0,1,0,0,0,0
1057,0,0,0,0,1,0,0,1
1058,0,0,1,0,1,0,0,1
1059,1,4,1,0,0,0,0,1
1060,0,2,0,1,0,0,0,0
1061,1,0,0,0,0,1,0,0
1062,1,9,1,0,0,0,1,0
1063,1,0,1,0,1,0,0,1
1064,0,0,0,0,0,0,1,0
1065,0,5,0,1,0,1,1,0
1066,1,4,0,0,0,0,0,1
1067,0,4,1,0,1,0,0,1
1068,1,0,1,0,0,0,1,1
1069,0,1,0,1,0,1,1,0
1070,0,0,0,0,0,0,1,0
1071,0,1,1,0,0,1,1,0
1072,1,0,0,0,1,0,0,0
1073,0,0,0,0,0,0,1,1
1074,0,2,0,0,0,0,1,0
1075,1,0,0,0,1,0,0,1
1076,0,0,0,0,0,0,0,1
1077,0,4,0,1,0,0,0,0
1078,0,1,1,1,0,0,0,1
1079,0,1,0,0,1,0,0,1
1080,0,0,1,0,1,0,1,1
1081,1,1,0,0,0,0,0,0
1082,1,1,0,0,0,0,1,0
1083,0,1,0,1,0,0,0,1
1084,1,1,0,0,0,0,1,1
1085,0,0,0,0,0,0,1,0
1086,1,2,1,0,0,0,0,0
1087,1,5,1,0,0,1,0,1
1088,0,0,1,0,1,0,0,1
1089,0,1,0,0,0,1,0,1
1090,0,0,0,0,0,0,0,0
1091,0,2,1,0,0,0,0,1
1092,0,0,0,1,0,0,1,0
1093,0,1,0,0,0,0,0,1
1094,0,2,0,0,0,0,0,0
1095,1,6,1,0,1,0,0,0
1096,0,0,0,1,0,0,1,0
1097,0,0,0,0,0,0,0,1
1098,0,4,0,1,0,0,1,0
1099,1,7,0,1,0,0,0,1
1100,1,0,1,0,0,0,0,0
1101,1,7,1,0,0,0,1,0
1102,1,7,0,1,0,0,0,0
1103,0,0,0,0,0,0,1,1
1104,0,12,1,1,0,0,1,0
1105,1,0,1,0,1,0,0,1
1106,1,4,0,0,0,0,1,1
1107,0,0,0,0,0,0,1,1
1108,0,0,0,0,0,0,1,0
1109,0,11,1,0,0,0,1,1
1110,0,0,0,1,0,0,1,0
1111,0,5,1,1,0,1,0,0
1112,1,4,0,0,0,0,0,1
1113,1,0,1,0,0,0,0,1
1114,0,2,0,0,0,0,0,1
1115,0,2,0,0,0,0,0,0
1116,1,0,0,0,0,0,0,1
1117,0,0,0,0,0,0,1,1
1118,0,4,0,0,0,0,0,0
1119,0,3,0,0,0,0,0,1
1120,0,4,0,1,0,1,0,1
1121,0,0,0,0,0,0,1,0
1122,0,1,0,0,1,1,1,0
1123,1,2,1,0,1,0,0,1
1124,1,0,1,0,0,0,0,0
1125,0,2,0,0,0,0,0,0
1126,0,0,1,0,1,0,1,1
1127,0,0,0,0,0,0,0,0
1128,0,6,1,0,1,0,0,1
1129,0,6,0,0,0,0,0,1
1130,1,15,1,0,0,0,0,1
1131,1,0,1,0,1,0,0,1
1132,0,0,0,0,0,0,0,1
1133,1,1,0,0,0,0,0,1
1134,0,1,0,1,0,0,0,1
1135,0,1,1,0,1,0,0,1
1136,1,8,1,1,0,0,0,1
1137,0,2,0,0,0,0,1,0
1138,0,6,0,0,0,0,0,0
1139,0,0,0,0,1,0,0,1
1140,0,2,1,0,0,0,1,1
1141,1,11,1,0,0,0,1,1
1142,0,0,0,1,0,0,1,0
1143,0,0,1,0,1,1,1,0
1144,1,7,1,0,0,0,0,1
1145,0,1,1,0,0,0,1,1
1146,1,4,1,0,0,0,0,0
1147,0,3,0,0,0,0,1,1
1148,1,2,1,0,1,0,0,1
1149,1,1,1,0,1,0,1,1
1150,0,0,0,0,0,0,0,1
1151,0,0,0,0,1,1,1,1
1152,0,0,0,0,0,1,1,0
1153,0,1,0,0,0,0,1,1
1154,0,0,0,1,0,0,0,0
1155,1,17,1,1,0,0,0,0
1156,0,0,0,1,0,1,1,0
1157,0,1,0,0,0,1,0,1
1158,0,0,0,0,0,0,1,0
1159,1,10,0,0,0,0,0,0
1160,1,2,0,0,0,0,0,1
1161,0,1,0,1,0,0,0,1
1162,1,0,1,0,1,0,0,1
1163,0,0,1,0,1,0,0,1
1164,0,0,1,0,0,0,0,0
1165,0,3,1,0,1,0,0,1
1166,0,0,0,0,0,0,1,1
1167,1,2,1,0,1,0,0,1
1168,0,0,0,0,0,0,1,0
1169,0,2,1,0,0,0,0,1
1170,0,4,0,0,0,1,0,1
1171,1,1,1,0,0,0,1,0
1172,0,7,0,0,0,0,1,0
1173,1,3,0,0,0,0,0,1
1174,0,0,0,0,1,0,0,1
1175,1,2,0,1,0,0,1,0
1176,0,0,1,0,0,0,0,1
1177,1,4,0,1,0,0,0,0
1178,1,5,0,0,1,0,0,0
1179,0,1,1,0,1,0,1,1
1180,1,19,1,0,0,0,0,1
1181,0,1,0,1,0,1,0,0
1182,1,0,0,0,0,0,0,0
1183,1,0,0,0,0,1,0,0
1184,0,0,0,0,0,0,0,1
1185,1,14,1,0,0,1,0,1
1186,1,0,0,0,0,0,0,1
1187,1,3,1,0,0,0,0,1
1188,1,2,0,0,0,0,1,0
1189,0,2,0,0,0,1,0,1
1190,1,3,1,0,1,0,0,1
1191,0,0,1,0,1,0,0,0
1192,1,1,1,1,0,0,0,0
1193,1,1,0,0,1,1,1,1
1194,0,2,0,1,0,0,1,0
1195,0,0,0,0,0,0,1,0
1196,0,0,0,0,0,1,1,1
1197,0,0,0,0,0,0,0,0
1198,1,0,0,1,0,0,1,1
1199,1,8,1,0,0,1,0,1
1200,0,0,0,0,0,0,1,1
1201,0,1,0,0,0,0,0,0
1202,0,1,1,0,1,0,0,1
1203,0,1,1,0,1,0,0,1
1204,1,1,0,0,0,0,1,0
1205,1,3,0,0,0,0,0,1
1206,0,9,0,1,0,0,1,1
1207,1,1,0,0,0,0,0,0
1208,1,20,1,0,0,0,0,1
1209,1,1,1,0,0,1,0,1
1210,0,0,0,0,0,0,1,1
1211,1,5,1,0,1,0,1,0
1212,1,1,0,0,0,0,0,0
1213,1,0,0,0,1,0,1,1
1214,1,6,0,0,0,1,0,0
1215,0,2,0,0,0,1,1,1
1216,1,8,1,0,0,0,0,1
1217,0,4,0,1,0,0,1,1
1218,0,1,0,1,0,0,0,0
1219,0,2,0,1,0,1,0,0
1220,0,0,1,0,1,1,1,1
1221,0,2,1,0,0,0,1,1
1222,1,9,1,1,0,0,0,1
1223,1,2,1,0,0,0,0,1
1224,1,3,0,0,0,0,0,1
1225,1,5,1,0,1,0,0,1
1226,1,3,1,0,1,0,0,1
1227,0,2,0,0,0,0,0,1
1228,0,3,0,0,0,0,0,0
1229,0,1,0,0,0,1,1,1
1230,1,15,0,1,0,0,1,1
1231,1,3,0,1,0,0,1,0
1232,0,3,0,1,0,0,1,1
1233,0,2,0,1,0,0,0,0
1234,0,1,1,0,1,1,0,0
1235,1,2,1,0,0,0,1,0
1236,1,3,0,0,1,0,0,1
1237,1,12,1,0,1,0,1,1
1238,1,3,1,0,1,0,0,0
1239,0,3,0,1,0,0,0,1
1240,0,6,1,0,0,0,0,0
1241,1,4,0,0,0,0,0,1
1242,0,4,1,0,1,0,0,1
1243,0,7,1,0,0,1,1,0
1244,1,5,1,0,0,0,0,1
1245,0,1,1,1,0,1,0,0
1246,0,1,1,0,1,0,0,1
1247,1,6,1,0,0,0,0,1
1248,0,1,1,0,1,1,0,1
1249,1,15,1,0,0,0,0,1
1250,0,1,0,0,0,0,1,0
1251,0,0,0,1,0,0,0,0
1252,1,0,1,0,1,1,0,0
1253,0,5,0,0,0,0,0,1
1254,0,1,0,1,0,1,0,1
1255,1,0,0,0,1,0,1,1
1256,0,2,0,0,0,0,0,1
1257,0,5,1,0,0,1,0,0
1258,1,14,0,1,0,0,1,0
1259,0,6,0,0,0,0,1,0
1260,1,5,1,0,0,0,1,0
1261,1,0,0,1,0,0,1,0
1262,0,2,1,0,0,0,1,1
1263,1,0,0,0,0,0,1,1
1264,1,8,1,0,0,0,1,1
1265,0,0,0,0,0,0,1,0
1266,0,7,0,0,0,0,0,1
1267,0,2,0,0,0,0,1,1
1268,1,12,1,0,0,0,1,1
1269,1,3,1,0,1,1,1,0
1270,1,1,0,0,0,0,0,1
1271,0,1,0,1,0,0,1,0
1272,0,0,0,0,0,0,0,0
1273,0,0,0,0,0,0,0,0
1274,0,0,0,0,1,0,0,0
1275,1,5,1,0,1,0,0,0
1276,1,4,1,0,0,0,0,0
1277,1,13,1,1,0,0,0,0
1278,0,0,0,0,0,1,1,0
1279,0,1,0,1,0,0,1,0
1280,0,11,1,1,0,0,1,0
1281,1,0,1,0,1,1,0,1
1282,0,3,0,0,0,0,0,1
1283,1,2,0,0,0,0,0,0
1284,0,0,0,1,0,0,1,0
1285,1,6,1,0,0,0,0,1
1286,1,0,1,0,1,0,0,0
1287,1,0,0,0,1,1,0,1
1288,1,7,1,0,0,0,1,1
1289,0,15,1,0,0,0,0,1
1290,1,0,0,0,1,0,1,1
1291,0,12,1,0,0,0,0,1
1292,1,14,1,1,0,0,0,1
1293,0,0,0,0,1,0,1,0
1294,1,14,1,0,0,0,0,1
1295,0,0,0,1,0,0,0,0
1296,1,1,0,0,0,0,0,1
1297,1,4,1,0,0,0,0,1
1298,1,2,1,0,1,0,0,1
1299,0,0,0,1,0,0,1,1
1300,0,11,1,0,0,1,0,1
1301,0,3,0,1,0,0,0,0
1302,1,2,1,0,1,1,1,1
1303,0,3,1,1,0,0,0,1
1304,1,7,1,0,0,0,1,1
1305,0,0,0,1,0,0,1,1
1306,0,0,0,1,0,0,1,0
1307,1,0,0,0,1,0,0,1
1308,1,0,0,0,1,0,1,1
1309,1,6,0,1,0,0,0,0
1310,1,2,0,1,0,1,1,0
1311,0,5,0,0,0,0,0,0
1312,0,1,0,1,0,0,0,0
1313,0,0,0,0,0,0,1,1
1314,0,0,0,0,0,1,1,1
1315,0,2,0,0,0,0,1,0
1316,0,0,1,1,0,0,0,1
1317,0,0,0,0,1,0,1,1
1318,1,14,1,0,0,0,0,1
1319,1,1,0,1,0,0,0,1
1320,1,24,1,1,0,0,0,1
1321,0,0,0,0,0,0,0,0
1322,1,2,1,0,1,1,0,1
1323,1,0,0,0,0,0,1,1
1324,1,0,1,0,1,0,0,0
1325,0,0,1,0,0,0,0,0
1326,0,3,0,0,0,0,1,1
1327,1,15,1,0,0,0,0,1
1328,1,10,0,0,0,0,0,1
1329,0,0,0,0,1,0,0,1
1330,1,2,1,0,0,0,0,0
1331,0,0,0,1,0,1,1,0
1332,0,1,0,1,0,1,0,0
1333,1,2,1,0,0,0,1,1
1334,0,11,1,0,0,0,0,1
1335,0,2,0,0,0,0,1,1
1336,1,15,1,1,0,0,0,1
1337,0,0,0,0,1,1,0,1
1338,0,1,0,1,0,1,0,1
1339,1,0,1,0,1,0,0,1
1340,0,1,0,1,0,1,1,0
1341,0,2,0,0,0,1,1,1
1342,0,6,1,0,0,1,0,1
1343,0,6,0,0,0,0,0,0
1344,0,1,0,1,0,0,1,1
1345,0,0,0,1,0,0,0,0
1346,1,0,0,0,0,0,1,0
1347,0,1,0,0,0,0,0,1
1348,1,11,1,0,0,0,0,0
1349,1,9,1,0,0,0,0,1
1350,0,1,0,0,0,0,0,0
1351,1,8,0,1,0,0,0,1
1352,0,0,0,0,1,1,0,0
1353,0,0,0,0,0,0,0,1
1354,0,0,0,1,0,0,1,0
1355,0,0,0,0,0,0,0,0
1356,1,8,1,0,1,0,0,1
1357,0,3,1,0,0,0,0,0
1358,0,2,1,1,0,0,1,1
1359,1,5,1,0,0,0,0,1
1360,1,0,0,0,1,0,0,0
1361,1,0,1,0,1,0,0,1
1362,0,0,0,1,0,0,1,0
1363,1,5,1,1,0,1,1,0
1364,0,1,0,0,0,0,0,0
1365,0,9,1,0,0,0,0,0
1366,0,0,0,0,0,0,1,0
1367,0,0,1,0,0,0,0,1
1368,1,3,0,1,0,0,0,0
1369,0,12,1,1,0,0,0,1
1370,0,2,1,0,0,0,0,1
1371,0,6,1,0,0,0,0,1
1372,1,8,1,1,0,0,0,1
1373,0,1,0,1,0,0,0,0
1374,1,13,1,0,0,0,0,1
1375,1,9,1,0,0,0,0,0
1376,0,0,0,0,0,0,0,1
1377,1,8,1,0,0,0,1,1
1378,0,1,0,0,0,0,0,1
1379,0,0,0,0,0,0,1,1
1380,0,0,0,1,0,0,1,0
1381,0,2,0,0,0,1,0,1
1382,0,7,1,0,0,1,1,0
1383,1,1,1,0,0,0,0,1
1384,1,0,0,1,0,1,1,0
1385,0,0,1,0,1,0,0,1
1386,1,8,1,0,0,0,0,1
1387,1,6,1,0,0,1,0,0
1388,1,2,1,0,1,1,0,1
1389,0,0,1,0,1,0,0,0
1390,0,2,0,1,0,0,0,0
1391,0,2,0,1,0,0,1,0
1392,1,3,1,1,0,0,0,0
1393,0,0,0,0,1,0,0,1
1394,0,0,0,1,0,0,0,1
1395,1,7,1,0,0,1,0,1
1396,1,0,0,0,1,0,1,0
1397,0,5,1,0,0,0,1,1
1398,1,1,1,0,1,0,0,1
1399,0,2,0,0,0,0,1,1
1400,1,21,1,0,0,0,0,1
1401,1,13,1,0,1,0,0,1
1402,1,23,1,0,0,0,0,1
1403,0,11,1,0,0,0,0,1
1404,0,1,0,0,1,0,0,1
1405,1,24,1,0,0,0,0,1
1406,0,1,1,0,1,1,0,1
1407,0,19,0,1,0,0,0,1
1408,0,0,1,0,1,0,1,0
1409,0,0,0,0,0,0,0,0
1410,0,0,0,1,0,0,1,0
1411,1,0,0,0,0,0,1,1
1412,1,0,1,0,1,0,0,1
1413,0,6,1,0,0,0,1,1
1414,1,0,1,0,1,0,1,0
1415,1,1,0,1,0,0,0,0
1416,0,27,1,1,0,0,1,1
1417,0,0,0,0,0,1,1,1
1418,0,1,0,1,0,0,1,0
1419,0,0,0,0,1,0,0,0
1420,0,1,0,1,0,0,0,0
1421,0,24,1,0,0,0,0,1
1422,1,13,1,0,0,0,0,0
1423,0,0,0,1,0,0,0,1
1424,1,1,1,0,0,0,0,1
1425,0,1,0,1,0,0,1,1
1426,0,8,0,1,0,1,0,0
1427,0,0,1,0,1,0,0,1
1428,1,0,1,0,1,0,0,0
1429,1,2,1,0,0,1,0,0
1430,0,7,0,0,0,0,1,1
1431,1,3,0,0,0,0,1,0
1432,0,2,1,0,0,0,1,1
1433,0,1,1,0,0,0,1,0
1434,1,14,1,1,0,0,0,1
1435,0,0,0,0,0,0,1,0
1436,1,4,1,0,1,0,0,1
1437,1,2,1,0,0,1,0,1
1438,1,4,1,0,0,1,0,0
1439,0,2,1,0,1,0,0,0
1440,1,1,1,0,0,1,0,0
1441,1,1,1,0,1,0,0,0
1442,1,23,0,1,0,0,0,0
1443,0,0,0,0,0,1,1,1
1444,0,1,0,1,0,0,0,0
1445,0,4,0,0,0,1,0,0
1446,0,3,1,0,1,0,0,1
1447,0,1,0,0,0,0,0,0
1448,0,3,0,0,0,0,0,1
1449,0,5,0,0,0,1,0,1
1450,1,3,1,0,1,0,1,1
1451,1,0,0,0,0,0,1,0
1452,0,3,1,0,0,1,0,1
1453,0,1,0,1,0,0,0,1
1454,0,0,0,1,0,1,1,1
1455,0,6,0,1,0,0,0,1
1456,1,7,1,0,0,0,0,1
1457,0,10,1,0,0,0,0,1
1458,0,0,0,1,0,1,1,0
1459,1,0,0,0,0,0,1,1
1460,0,9,1,0,0,0,0,1
1461,0,1,0,1,0,0,0,1
1462,0,1,0,0,0,1,1,1
1463,0,0,0,1,0,0,0,0
1464,0,6,0,0,0,0,0,0
1465,0,0,0,1,0,0,0,1
1466,0,2,1,0,1,0,0,1
1467,1,27,1,0,0,0,0,1
1468,0,3,0,0,0,0,0,1
1469,1,7,1,0,0,0,1,1
1470,1,1,1,0,0,0,0,0
1471,0,8,0,0,0,0,0,1
1472,1,0,0,1,0,0,0,1
1473,0,8,1,0,0,0,0,1
1474,0,4,0,1,0,0,0,0
1475,1,15,1,1,0,0,0,1
1476,1,7,1,0,0,0,0,0
1477,1,7,1,0,0,0,0,0
1478,0,0,0,0,1,0,1,0
1479,0,0,0,0,0,0,1,1
1480,0,0,0,0,0,0,1,0
1481,0,1,1,0,1,0,0,1
1482,0,0,0,0,0,0,0,0
1483,1,1,0,0,0,0,1,0
1484,0,1,0,1,0,0,0,0
1485,0,0,0,0,0,1,0,1
1486,0,4,0,1,0,0,1,1
1487,0,3,1,0,0,0,1,1
1488,0,0,0,0,1,0,0,1
1489,0,1,0,1,0,0,0,0
1490,0,2,0,0,0,0,0,0
1491,1,0,1,0,0,0,0,1
1492,0,0,1,0,1,0,0,0
1493,0,3,0,0,0,1,0,0
1494,1,7,1,0,0,0,0,1
1495,1,5,1,0,0,0,0,1
1496,0,1,0,0,1,0,0,1
1497,1,2,0,0,0,0,0,0
1498,0,2,1,0,1,0,0,0
1499,0,0,0,0,1,0,1,1
1500,0,0,0,0,0,1,1,0
1501,0,0,1,0,0,0,0,1
1502,0,1,0,0,0,0,0,1
1503,0,1,0,0,0,0,0,1
1504,0,0,0,1,0,0,1,0
1505,0,0,1,0,1,1,0,1
1506,0,0,0,1,0,0,1,0
1507,1,3,0,0,0,0,0,1
1508,0,2,0,0,0,1,1,1
1509,1,4,0,1,0,1,0,0
1510,0,0,0,1,0,0,1,1
1511,1,3,0,0,0,0,0,1
1512,0,2,0,0,0,0,0,1
1513,1,0,0,1,0,1,0,0
1514,0,0,0,0,1,0,0,1
